token_index,token,saliency,in_prompt,is_gender_lexicon
242,Ġyes,4.8772155423648655e-05,1.0,0.0
243,ĊĊ,0.0008761741337366402,1.0,0.0
244,Follow,0.000262304674834013,1.0,0.0
245,Ġthe,0.0001644439180381596,1.0,1.0
246,Ġsystem,0.0006392006762325764,1.0,0.0
247,Ġmessage,0.00018911715596914291,1.0,0.0
248,Ġsections,0.00020786993263754994,1.0,0.0
249,;,6.206538819242269e-05,1.0,0.0
250,Ġend,0.000141545053338632,1.0,0.0
251,Ġwith,0.00015794107457622886,1.0,0.0
252,Ġthe,0.0001728845527395606,1.0,1.0
253,ĠJSON,0.00013416580623015761,1.0,1.0
254,Ġline,4.6062865294516087e-05,1.0,0.0
255,Ġin,0.0001286637707380578,1.0,0.0
256,Ġsection,1.813922426663339e-05,1.0,0.0
257,Ġ,0.00016504398081451654,1.0,0.0
258,4,0.00014776585157960653,1.0,0.0
259,.Ċ,0.0003774778451770544,1.0,0.0
260,<|im_end|>,0.0026375192683190107,1.0,0.0
261,Ċ,0.0008647257345728576,1.0,0.0
262,<|im_start|>,0.002251129597425461,1.0,0.0
263,assistant,0.0002767398254945874,1.0,0.0
264,ĊĊ,0.0031954182777553797,1.0,0.0
265,###,0.003133566817268729,0.0,0.0
266,Ġ,0.0015887015033513308,0.0,0.0
267,1,0.0012242074590176344,0.0,0.0
268,),0.0023662950843572617,0.0,0.0
269,ĠText,0.00015044285100884736,0.0,0.0
270,Ċ,0.0031164768151938915,0.0,0.0
271,Oh,0.0005194842233322561,0.0,0.0
272,Ġmy,0.0004774288390763104,0.0,0.0
273,Ġgood,0.00041547833825461566,0.0,0.0
274,ĠGod,0.0007261544233188033,0.0,0.0
275,.ĊĊ,0.002174810040742159,0.0,0.0
276,###,0.002076794859021902,0.0,0.0
277,Ġ,0.001224480103701353,0.0,0.0
278,2,4.504578828345984e-05,0.0,0.0
279,),0.000667169108055532,0.0,0.0
280,ĠAc,3.9137928979471326e-05,0.0,0.0
281,oustic,9.84836951829493e-05,0.0,0.0
282,Ċ,2.3072556359693408e-05,0.0,0.0
283,Not,4.3818552512675524e-05,0.0,0.0
284,Ġprovided,7.378781447187066e-06,0.0,0.0
285,.ĊĊ,0.00023787713143974543,0.0,0.0
286,###,0.0003134994185529649,0.0,0.0
287,Ġ,0.00026929183513857424,0.0,0.0
288,3,5.308810796122998e-05,0.0,0.0
289,),3.5646589822135866e-05,0.0,0.0
290,ĠInt,0.00014163805462885648,0.0,0.0
291,egrate,6.413435039576143e-05,0.0,0.0
292,Ċ,5.916209192946553e-05,0.0,0.0
293,N,1.0404271961306222e-05,0.0,0.0
294,/A,0.00017832277808338404,0.0,0.0
295,ĊĊ,0.00033792637987062335,0.0,0.0
296,###,0.0002589229552540928,0.0,0.0
297,Ġ,0.00019713689107447863,0.0,0.0
298,4,0.00015965585771482438,0.0,0.0
299,),5.768807022832334e-05,0.0,0.0
300,ĠFinal,0.00017534583457745612,0.0,0.0
301,Ċ,0.00010817151633091271,0.0,0.0
302,"{""",0.0005883048288524151,0.0,0.0
303,emotion,0.00015382934361696243,0.0,0.0
304,""":",0.0008842656388878822,0.0,0.0
305,"Ġ""",0.0018511543748900294,0.0,0.0
